COU,Domain,Measure,Scope,Year,Value
CHL,Terrestrial,Percent of total land/EEZ area,Country,2007,16.05499331
CHL,Terrestrial,Percent of total land/EEZ area,Country,2008,16.07401055
CHL,Terrestrial,Percent of total land/EEZ area,Country,2009,16.14216259
CHL,Terrestrial,Percent of total land/EEZ area,Country,2010,16.22575496
CHL,Terrestrial,Percent of total land/EEZ area,Country,2011,16.22837803
CHL,Terrestrial,Percent of total land/EEZ area,Country,2012,16.22837803
CHL,Terrestrial,Percent of total land/EEZ area,Country,2013,16.2305361
CHL,Terrestrial,Percent of total land/EEZ area,Country,2014,16.38414051
CHL,Terrestrial,Percent of total land/EEZ area,Country,2015,16.43800876
CHL,Terrestrial,Percent of total land/EEZ area,Country,2016,16.44088221
CHL,Terrestrial,Percent of total land/EEZ area,Country,2017,16.44307605
CHL,Terrestrial,Percent of total land/EEZ area,Country,2018,17.1481445
CHL,Terrestrial,Percent of total land/EEZ area,Country,2019,20.89482587
CHL,Terrestrial,Percent of total land/EEZ area,Country,2020,20.91142273
CHL,Terrestrial,Percent of total land/EEZ area,Country,2021,20.91142273
CHN,Terrestrial,Percent of total land/EEZ area,Country,1950,0.029204064
CHN,Terrestrial,Percent of total land/EEZ area,Country,1960,0.029204064
CHN,Terrestrial,Percent of total land/EEZ area,Country,1970,0.0297687703
CHN,Terrestrial,Percent of total land/EEZ area,Country,1980,0.0508404715
CHN,Terrestrial,Percent of total land/EEZ area,Country,1985,0.1005694878
CHN,Terrestrial,Percent of total land/EEZ area,Country,1990,0.1200836515
CHN,Terrestrial,Percent of total land/EEZ area,Country,1995,0.1836914933
CHN,Terrestrial,Percent of total land/EEZ area,Country,2000,0.2238803948
CHN,Terrestrial,Percent of total land/EEZ area,Country,2001,0.2240011317
CHN,Terrestrial,Percent of total land/EEZ area,Country,2002,0.3651266963
CHN,Terrestrial,Percent of total land/EEZ area,Country,2003,0.5869754793
CHN,Terrestrial,Percent of total land/EEZ area,Country,2004,0.6237266016
CHN,Terrestrial,Percent of total land/EEZ area,Country,2005,0.6237266016
CHN,Terrestrial,Percent of total land/EEZ area,Country,2006,0.7278864006
CHN,Terrestrial,Percent of total land/EEZ area,Country,2007,0.7369872992
CHN,Terrestrial,Percent of total land/EEZ area,Country,2008,0.7684376184
CHN,Terrestrial,Percent of total land/EEZ area,Country,2009,0.7684708923
CHN,Terrestrial,Percent of total land/EEZ area,Country,2010,0.7784844477
CHN,Terrestrial,Percent of total land/EEZ area,Country,2011,0.8344505852
CHN,Terrestrial,Percent of total land/EEZ area,Country,2012,0.8351417325
CHN,Terrestrial,Percent of total land/EEZ area,Country,2013,0.9197697272
CHN,Terrestrial,Percent of total land/EEZ area,Country,2014,0.9197697272
CHN,Terrestrial,Percent of total land/EEZ area,Country,2015,0.9276632571
CHN,Terrestrial,Percent of total land/EEZ area,Country,2016,0.9354550637
CHN,Terrestrial,Percent of total land/EEZ area,Country,2017,1.390492389
CHN,Terrestrial,Percent of total land/EEZ area,Country,2018,1.69499935
CHN,Terrestrial,Percent of total land/EEZ area,Country,2019,1.696408263
CHN,Terrestrial,Percent of total land/EEZ area,Country,2020,1.69643108
CHN,Terrestrial,Percent of total land/EEZ area,Country,2021,1.69643108
COL,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1421112206
COL,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1488758027
COL,Terrestrial,Percent of total land/EEZ area,Country,1970,0.788564855
COL,Terrestrial,Percent of total land/EEZ area,Country,1980,3.6163723
COL,Terrestrial,Percent of total land/EEZ area,Country,1985,4.187802712
COL,Terrestrial,Percent of total land/EEZ area,Country,1990,11.12208861
COL,Terrestrial,Percent of total land/EEZ area,Country,1995,11.15902275
COL,Terrestrial,Percent of total land/EEZ area,Country,2000,11.6349747
COL,Terrestrial,Percent of total land/EEZ area,Country,2001,11.66957804
COL,Terrestrial,Percent of total land/EEZ area,Country,2002,12.60989423
COL,Terrestrial,Percent of total land/EEZ area,Country,2003,12.61203124
COL,Terrestrial,Percent of total land/EEZ area,Country,2004,12.61276191
COL,Terrestrial,Percent of total land/EEZ area,Country,2005,13.08038231
COL,Terrestrial,Percent of total land/EEZ area,Country,2006,13.22464625
COL,Terrestrial,Percent of total land/EEZ area,Country,2007,13.66310274
COL,Terrestrial,Percent of total land/EEZ area,Country,2008,13.98769967
COL,Terrestrial,Percent of total land/EEZ area,Country,2009,15.21234044
COL,Terrestrial,Percent of total land/EEZ area,Country,2010,15.22885514
COL,Terrestrial,Percent of total land/EEZ area,Country,2011,15.36028916
COL,Terrestrial,Percent of total land/EEZ area,Country,2012,15.40059381
COL,Terrestrial,Percent of total land/EEZ area,Country,2013,15.48682848
COL,Terrestrial,Percent of total land/EEZ area,Country,2014,15.79203947
COL,Terrestrial,Percent of total land/EEZ area,Country,2015,16.02374801
COL,Terrestrial,Percent of total land/EEZ area,Country,2016,16.12164982
COL,Terrestrial,Percent of total land/EEZ area,Country,2017,16.38717342
COL,Terrestrial,Percent of total land/EEZ area,Country,2018,17.00556307
COL,Terrestrial,Percent of total land/EEZ area,Country,2019,17.17517259
COL,Terrestrial,Percent of total land/EEZ area,Country,2020,17.17888879
COL,Terrestrial,Percent of total land/EEZ area,Country,2021,17.17888879
COK,Terrestrial,Percent of total land/EEZ area,Country,1950,0.5945745076
COK,Terrestrial,Percent of total land/EEZ area,Country,1960,0.5945745076
COK,Terrestrial,Percent of total land/EEZ area,Country,1970,0.5945745076
COK,Terrestrial,Percent of total land/EEZ area,Country,1980,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,1985,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,1990,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,1995,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2000,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2001,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2002,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2003,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2004,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2005,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2006,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2007,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2008,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2009,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2010,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2011,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2012,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2013,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2014,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2015,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2016,0.7432181345
COK,Terrestrial,Percent of total land/EEZ area,Country,2017,0.8547008547
COK,Terrestrial,Percent of total land/EEZ area,Country,2018,0.8547008547
COK,Terrestrial,Percent of total land/EEZ area,Country,2019,0.8547008547
COK,Terrestrial,Percent of total land/EEZ area,Country,2020,0.8547008547
COK,Terrestrial,Percent of total land/EEZ area,Country,2021,0.8547008547
CRI,Terrestrial,Percent of total land/EEZ area,Country,1950,0
CRI,Terrestrial,Percent of total land/EEZ area,Country,1960,0.0630775539
CRI,Terrestrial,Percent of total land/EEZ area,Country,1970,3.035432064
CRI,Terrestrial,Percent of total land/EEZ area,Country,1980,11.60486819
CRI,Terrestrial,Percent of total land/EEZ area,Country,1985,19.74677866
CRI,Terrestrial,Percent of total land/EEZ area,Country,1990,20.39122101
CRI,Terrestrial,Percent of total land/EEZ area,Country,1995,23.25721975
CRI,Terrestrial,Percent of total land/EEZ area,Country,2000,25.17909937
CRI,Terrestrial,Percent of total land/EEZ area,Country,2001,25.30332711
CRI,Terrestrial,Percent of total land/EEZ area,Country,2002,25.3588704
CRI,Terrestrial,Percent of total land/EEZ area,Country,2003,29.11235475
CRI,Terrestrial,Percent of total land/EEZ area,Country,2004,29.22028745
CRI,Terrestrial,Percent of total land/EEZ area,Country,2005,29.22186439
CRI,Terrestrial,Percent of total land/EEZ area,Country,2006,29.30684388
CRI,Terrestrial,Percent of total land/EEZ area,Country,2007,29.30894646
CRI,Terrestrial,Percent of total land/EEZ area,Country,2008,29.30894646
CRI,Terrestrial,Percent of total land/EEZ area,Country,2009,29.33242533
CRI,Terrestrial,Percent of total land/EEZ area,Country,2010,30.49453192
CRI,Terrestrial,Percent of total land/EEZ area,Country,2011,30.49733536
CRI,Terrestrial,Percent of total land/EEZ area,Country,2012,30.49873709
CRI,Terrestrial,Percent of total land/EEZ area,Country,2013,30.52081423
CRI,Terrestrial,Percent of total land/EEZ area,Country,2014,30.53886142
CRI,Terrestrial,Percent of total land/EEZ area,Country,2015,30.53886142
CRI,Terrestrial,Percent of total land/EEZ area,Country,2016,30.53886142
CRI,Terrestrial,Percent of total land/EEZ area,Country,2017,30.53886142
CRI,Terrestrial,Percent of total land/EEZ area,Country,2018,30.53886142
CRI,Terrestrial,Percent of total land/EEZ area,Country,2019,30.62121267
CRI,Terrestrial,Percent of total land/EEZ area,Country,2020,30.63014866
CRI,Terrestrial,Percent of total land/EEZ area,Country,2021,30.63014866
HRV,Terrestrial,Percent of total land/EEZ area,Country,1950,0.8020816269
HRV,Terrestrial,Percent of total land/EEZ area,Country,1960,0.9913493516
HRV,Terrestrial,Percent of total land/EEZ area,Country,1970,1.882339095
HRV,Terrestrial,Percent of total land/EEZ area,Country,1980,2.276620346
HRV,Terrestrial,Percent of total land/EEZ area,Country,1985,6.814592383
HRV,Terrestrial,Percent of total land/EEZ area,Country,1990,7.822641828
HRV,Terrestrial,Percent of total land/EEZ area,Country,1995,8.561104051
HRV,Terrestrial,Percent of total land/EEZ area,Country,2000,10.19198745
HRV,Terrestrial,Percent of total land/EEZ area,Country,2001,10.43549072
HRV,Terrestrial,Percent of total land/EEZ area,Country,2002,10.4373993
HRV,Terrestrial,Percent of total land/EEZ area,Country,2003,10.50833494
HRV,Terrestrial,Percent of total land/EEZ area,Country,2004,10.63255182
HRV,Terrestrial,Percent of total land/EEZ area,Country,2005,10.63255182
HRV,Terrestrial,Percent of total land/EEZ area,Country,2006,10.89100565
HRV,Terrestrial,Percent of total land/EEZ area,Country,2007,10.9065924
HRV,Terrestrial,Percent of total land/EEZ area,Country,2008,10.93983354
HRV,Terrestrial,Percent of total land/EEZ area,Country,2009,10.93983354
HRV,Terrestrial,Percent of total land/EEZ area,Country,2010,10.94619548
HRV,Terrestrial,Percent of total land/EEZ area,Country,2011,12.45636107
HRV,Terrestrial,Percent of total land/EEZ area,Country,2012,12.45636107
HRV,Terrestrial,Percent of total land/EEZ area,Country,2013,32.59301554
HRV,Terrestrial,Percent of total land/EEZ area,Country,2014,37.76400064
HRV,Terrestrial,Percent of total land/EEZ area,Country,2015,37.76400064
HRV,Terrestrial,Percent of total land/EEZ area,Country,2016,37.77322546
HRV,Terrestrial,Percent of total land/EEZ area,Country,2017,37.77322546
HRV,Terrestrial,Percent of total land/EEZ area,Country,2018,37.77322546
HRV,Terrestrial,Percent of total land/EEZ area,Country,2019,37.86181548
HRV,Terrestrial,Percent of total land/EEZ area,Country,2020,37.86181548
HRV,Terrestrial,Percent of total land/EEZ area,Country,2021,37.86181548
CYP,Terrestrial,Percent of total land/EEZ area,Country,1950,5.971206959
CYP,Terrestrial,Percent of total land/EEZ area,Country,1960,5.971206959
CYP,Terrestrial,Percent of total land/EEZ area,Country,1970,5.971206959
CYP,Terrestrial,Percent of total land/EEZ area,Country,1980,5.971206959
CYP,Terrestrial,Percent of total land/EEZ area,Country,1985,6.077020901
CYP,Terrestrial,Percent of total land/EEZ area,Country,1990,6.077020901
CYP,Terrestrial,Percent of total land/EEZ area,Country,1995,7.130306472
CYP,Terrestrial,Percent of total land/EEZ area,Country,2000,7.28465892
CYP,Terrestrial,Percent of total land/EEZ area,Country,2001,7.444835988
CYP,Terrestrial,Percent of total land/EEZ area,Country,2002,7.444835988
CYP,Terrestrial,Percent of total land/EEZ area,Country,2003,7.680733126
CYP,Terrestrial,Percent of total land/EEZ area,Country,2004,8.169030492
CYP,Terrestrial,Percent of total land/EEZ area,Country,2005,10.17852462
CYP,Terrestrial,Percent of total land/EEZ area,Country,2006,10.17852462
CYP,Terrestrial,Percent of total land/EEZ area,Country,2007,14.82948423
CYP,Terrestrial,Percent of total land/EEZ area,Country,2008,17.72917455
CYP,Terrestrial,Percent of total land/EEZ area,Country,2009,17.78839153
CYP,Terrestrial,Percent of total land/EEZ area,Country,2010,17.78839153
CYP,Terrestrial,Percent of total land/EEZ area,Country,2011,17.78839153
CYP,Terrestrial,Percent of total land/EEZ area,Country,2012,17.78839153
CYP,Terrestrial,Percent of total land/EEZ area,Country,2013,18.05147023
CYP,Terrestrial,Percent of total land/EEZ area,Country,2014,34.30313268
CYP,Terrestrial,Percent of total land/EEZ area,Country,2015,35.22439351
CYP,Terrestrial,Percent of total land/EEZ area,Country,2016,37.15137218
CYP,Terrestrial,Percent of total land/EEZ area,Country,2017,37.15137218
CYP,Terrestrial,Percent of total land/EEZ area,Country,2018,37.15137218
CYP,Terrestrial,Percent of total land/EEZ area,Country,2019,37.6154003
CYP,Terrestrial,Percent of total land/EEZ area,Country,2020,37.6154003
CYP,Terrestrial,Percent of total land/EEZ area,Country,2021,37.6154003
EST,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0065561915
EST,Terrestrial,Percent of total land/EEZ area,Country,1960,0.0154964527
EST,Terrestrial,Percent of total land/EEZ area,Country,1970,0.0397344941
EST,Terrestrial,Percent of total land/EEZ area,Country,1980,0.0812570405
EST,Terrestrial,Percent of total land/EEZ area,Country,1985,0.0814557129
EST,Terrestrial,Percent of total land/EEZ area,Country,1990,0.0816543854
EST,Terrestrial,Percent of total land/EEZ area,Country,1995,0.6518443759
EST,Terrestrial,Percent of total land/EEZ area,Country,2000,4.021726821
EST,Terrestrial,Percent of total land/EEZ area,Country,2001,4.054507779
EST,Terrestrial,Percent of total land/EEZ area,Country,2002,4.055103796
EST,Terrestrial,Percent of total land/EEZ area,Country,2003,4.378211458
EST,Terrestrial,Percent of total land/EEZ area,Country,2004,14.18627398
EST,Terrestrial,Percent of total land/EEZ area,Country,2005,14.89712408
EST,Terrestrial,Percent of total land/EEZ area,Country,2006,15.69839223
EST,Terrestrial,Percent of total land/EEZ area,Country,2007,18.79668941
EST,Terrestrial,Percent of total land/EEZ area,Country,2008,18.79847746
EST,Terrestrial,Percent of total land/EEZ area,Country,2009,18.83980134
EST,Terrestrial,Percent of total land/EEZ area,Country,2010,18.9331774
EST,Terrestrial,Percent of total land/EEZ area,Country,2011,19.01721585
EST,Terrestrial,Percent of total land/EEZ area,Country,2012,19.05337424
EST,Terrestrial,Percent of total land/EEZ area,Country,2013,19.06171849
EST,Terrestrial,Percent of total land/EEZ area,Country,2014,19.14337287
EST,Terrestrial,Percent of total land/EEZ area,Country,2015,19.15350517
EST,Terrestrial,Percent of total land/EEZ area,Country,2016,19.15847198
EST,Terrestrial,Percent of total land/EEZ area,Country,2017,19.27568874
EST,Terrestrial,Percent of total land/EEZ area,Country,2018,19.39906434
EST,Terrestrial,Percent of total land/EEZ area,Country,2019,20.04335916
EST,Terrestrial,Percent of total land/EEZ area,Country,2020,20.04335916
EST,Terrestrial,Percent of total land/EEZ area,Country,2021,20.04335916
FRO,Terrestrial,Percent of total land/EEZ area,Country,1950,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1960,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1970,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1980,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1985,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1990,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,1995,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2000,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2001,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2002,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2003,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2004,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2005,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2006,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2007,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2008,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2009,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2010,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2011,0
FRO,Terrestrial,Percent of total land/EEZ area,Country,2012,2.245740836
FRO,Terrestrial,Percent of total land/EEZ area,Country,2013,2.245740836
FRO,Terrestrial,Percent of total land/EEZ area,Country,2014,2.245740836
FRO,Terrestrial,Percent of total land/EEZ area,Country,2015,2.245740836
FRO,Terrestrial,Percent of total land/EEZ area,Country,2016,2.245740836
